Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,Review_Rating_Categories
1959,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.700000047683716,No,Cash,Store Pickup,No,No,47,Cash,Quarterly,Bad
1960,46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.0999999046325684,No,Credit Card,Store Pickup,No,No,7,Credit Card,Every 3 Months,Bad
1961,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.299999952316284,No,Bank Transfer,2-Day Shipping,No,No,40,Credit Card,Annually,Good
1962,47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.5999999046325684,No,Cash,Free Shipping,No,No,45,Debit Card,Quarterly,Bad
1963,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.400000095367432,No,Debit Card,Standard,No,No,20,PayPal,Fortnightly,Good
1964,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9000000953674316,No,Bank Transfer,Standard,No,No,11,Credit Card,Weekly,Good
1965,40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.599999904632568,No,PayPal,Express,No,No,50,Debit Card,Monthly,Very_Good
1966,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.900000095367432,No,Venmo,Express,No,No,25,Debit Card,Quarterly,Very_Good
1967,67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.700000047683716,No,Venmo,Express,No,No,5,Credit Card,Fortnightly,Good
1968,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.700000047683716,No,Venmo,Standard,No,No,4,Venmo,Annually,Good
1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.199999809265137,No,Credit Card,Standard,No,No,25,Credit Card,Weekly,Good
1970,64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,PayPal,Next Day Air,No,No,11,Bank Transfer,Fortnightly,Good
1971,28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9000000953674316,No,Debit Card,Next Day Air,No,No,4,Credit Card,Bi-Weekly,Bad
1972,54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4000000953674316,No,PayPal,Next Day Air,No,No,1,Venmo,Monthly,Good
1973,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.299999952316284,No,Debit Card,Express,No,No,48,PayPal,Every 3 Months,Good
1974,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Debit Card,Standard,No,No,9,Venmo,Every 3 Months,Very_Good
1975,27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.599999904632568,No,Credit Card,2-Day Shipping,No,No,2,PayPal,Fortnightly,Very_Good
1976,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9000000953674316,No,Credit Card,Express,No,No,4,Cash,Quarterly,Bad
1977,32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.200000047683716,No,Debit Card,Next Day Air,No,No,43,PayPal,Fortnightly,Good
1978,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.5999999046325684,No,Debit Card,Free Shipping,No,No,32,Bank Transfer,Annually,Bad
1979,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.799999952316284,No,Cash,Store Pickup,No,No,1,Cash,Quarterly,Good
1980,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.799999952316284,No,PayPal,Store Pickup,No,No,38,Debit Card,Fortnightly,Bad
1981,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.400000095367432,No,Venmo,Store Pickup,No,No,25,PayPal,Fortnightly,Good
1982,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.699999809265137,No,Cash,Express,No,No,42,PayPal,Quarterly,Very_Good
1983,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.700000047683716,No,PayPal,2-Day Shipping,No,No,32,PayPal,Monthly,Bad
1984,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.5999999046325684,No,Credit Card,Next Day Air,No,No,21,Debit Card,Quarterly,Bad
1985,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4000000953674316,No,Bank Transfer,2-Day Shipping,No,No,26,PayPal,Fortnightly,Good
1986,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9000000953674316,No,Cash,2-Day Shipping,No,No,6,Credit Card,Fortnightly,Good
1987,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4000000953674316,No,Debit Card,2-Day Shipping,No,No,14,Venmo,Quarterly,Good
1988,69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4000000953674316,No,Debit Card,Express,No,No,4,Cash,Quarterly,Good
1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9000000953674316,No,Credit Card,Free Shipping,No,No,26,Bank Transfer,Weekly,Good
1990,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4.0,No,Cash,Express,No,No,39,PayPal,Bi-Weekly,Good
1991,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4000000953674316,No,Debit Card,2-Day Shipping,No,No,15,PayPal,Annually,Good
1992,46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.700000047683716,No,Venmo,Next Day Air,No,No,1,Venmo,Every 3 Months,Good
1993,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.900000095367432,No,PayPal,2-Day Shipping,No,No,28,Venmo,Monthly,Very_Good
1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Cash,Express,No,No,17,Cash,Weekly,Very_Good
1995,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9000000953674316,No,Bank Transfer,Next Day Air,No,No,24,Credit Card,Weekly,Bad
1996,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Credit Card,Standard,No,No,29,Debit Card,Quarterly,Bad
1997,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.299999952316284,No,Cash,Next Day Air,No,No,18,Cash,Every 3 Months,Good
1998,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.699999809265137,No,PayPal,Express,No,No,10,Debit Card,Bi-Weekly,Very_Good
1999,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4000000953674316,No,Debit Card,2-Day Shipping,No,No,19,Cash,Quarterly,Good
2000,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.599999904632568,No,Credit Card,2-Day Shipping,No,No,26,Debit Card,Monthly,Very_Good
2001,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.5999999046325684,No,Venmo,2-Day Shipping,No,No,25,Cash,Bi-Weekly,Good
2002,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.5999999046325684,No,Debit Card,Free Shipping,No,No,2,Debit Card,Fortnightly,Bad
2003,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.700000047683716,No,Cash,Express,No,No,19,PayPal,Every 3 Months,Bad
2004,68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.0999999046325684,No,Venmo,Express,No,No,32,Cash,Quarterly,Bad
2005,44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.200000047683716,No,Cash,2-Day Shipping,No,No,13,Cash,Bi-Weekly,Good
2006,18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4000000953674316,No,PayPal,Store Pickup,No,No,30,PayPal,Fortnightly,Good
2007,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.400000095367432,No,Debit Card,Express,No,No,2,Credit Card,Annually,Good
2008,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.200000047683716,No,Cash,2-Day Shipping,No,No,8,PayPal,Quarterly,Good
2010,37,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.799999952316284,No,Venmo,Next Day Air,No,No,26,Venmo,Bi-Weekly,Good
2011,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.400000095367432,No,Venmo,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly,Good
2012,57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.700000047683716,No,Debit Card,Express,No,No,4,Bank Transfer,Monthly,Good
2013,48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.200000047683716,No,Bank Transfer,Store Pickup,No,No,5,Cash,Fortnightly,Good
2014,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.900000095367432,No,PayPal,Standard,No,No,25,Debit Card,Quarterly,Very_Good
2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9000000953674316,No,Venmo,Standard,No,No,47,PayPal,Bi-Weekly,Good
2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Debit Card,Next Day Air,No,No,8,Credit Card,Fortnightly,Very_Good
2017,53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4000000953674316,No,Credit Card,Standard,No,No,20,Debit Card,Fortnightly,Good
2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.099999904632568,No,Venmo,Next Day Air,No,No,42,Bank Transfer,Every 3 Months,Good
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Debit Card,Store Pickup,No,No,20,Bank Transfer,Weekly,Very_Good
2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.699999809265137,No,PayPal,Store Pickup,No,No,23,Cash,Fortnightly,Very_Good
2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.800000190734863,No,Credit Card,Next Day Air,No,No,26,Cash,Quarterly,Very_Good
2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.400000095367432,No,Debit Card,Standard,No,No,48,Venmo,Quarterly,Good
2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Bank Transfer,Store Pickup,No,No,16,Cash,Bi-Weekly,Good
2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.099999904632568,No,Bank Transfer,Store Pickup,No,No,28,Cash,Bi-Weekly,Good
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.700000047683716,No,Bank Transfer,Express,No,No,39,PayPal,Weekly,Good
2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Bank Transfer,Express,No,No,43,Debit Card,Fortnightly,Bad
2027,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.5999999046325684,No,Bank Transfer,Express,No,No,45,Bank Transfer,Every 3 Months,Good
2028,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.800000190734863,No,Venmo,Standard,No,No,50,Credit Card,Every 3 Months,Very_Good
2029,29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.700000047683716,No,Cash,2-Day Shipping,No,No,10,Venmo,Bi-Weekly,Good
2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.599999904632568,No,Bank Transfer,Next Day Air,No,No,40,PayPal,Quarterly,Very_Good
2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.799999952316284,No,Venmo,Standard,No,No,38,Credit Card,Monthly,Bad
2032,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Credit Card,Standard,No,No,2,Credit Card,Monthly,Good
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.199999809265137,No,Credit Card,Next Day Air,No,No,13,Cash,Annually,Good
2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.5999999046325684,No,Cash,Express,No,No,33,Venmo,Annually,Good
2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9000000953674316,No,Credit Card,Store Pickup,No,No,27,PayPal,Monthly,Bad
2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.099999904632568,No,Venmo,Express,No,No,43,Bank Transfer,Weekly,Good
2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.0999999046325684,No,PayPal,Next Day Air,No,No,46,Cash,Weekly,Bad
2038,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.300000190734863,No,Cash,Express,No,No,7,Venmo,Bi-Weekly,Good
2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.400000095367432,No,Debit Card,Next Day Air,No,No,35,Credit Card,Fortnightly,Good
2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.0999999046325684,No,Cash,Next Day Air,No,No,31,Debit Card,Bi-Weekly,Bad
2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9000000953674316,No,Debit Card,Free Shipping,No,No,42,Venmo,Quarterly,Bad
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.200000047683716,No,Cash,Next Day Air,No,No,14,PayPal,Bi-Weekly,Good
2043,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,Credit Card,2-Day Shipping,No,No,35,Venmo,Monthly,Good
2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.700000047683716,No,PayPal,Standard,No,No,49,PayPal,Weekly,Bad
2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Cash,Free Shipping,No,No,17,PayPal,Fortnightly,Bad
2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.400000095367432,No,PayPal,Express,No,No,26,PayPal,Quarterly,Good
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.799999952316284,No,Bank Transfer,Free Shipping,No,No,30,Cash,Every 3 Months,Bad
2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.0999999046325684,No,Cash,Store Pickup,No,No,32,Cash,Annually,Bad
2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9000000953674316,No,Credit Card,Express,No,No,35,Bank Transfer,Quarterly,Good
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.700000047683716,No,Debit Card,Standard,No,No,15,Venmo,Annually,Bad
2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4000000953674316,No,Credit Card,Store Pickup,No,No,10,Debit Card,Annually,Good
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.799999952316284,No,Cash,Free Shipping,No,No,14,Credit Card,Monthly,Good
2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.700000047683716,No,PayPal,2-Day Shipping,No,No,30,Bank Transfer,Annually,Good
2054,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,Bank Transfer,2-Day Shipping,No,No,16,Credit Card,Fortnightly,Very_Good
2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9000000953674316,No,PayPal,Express,No,No,14,PayPal,Annually,Bad
2056,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4000000953674316,No,Debit Card,2-Day Shipping,No,No,28,Bank Transfer,Weekly,Good
2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.400000095367432,No,Cash,2-Day Shipping,No,No,29,PayPal,Monthly,Good
2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.199999809265137,No,Credit Card,Standard,No,No,5,PayPal,Every 3 Months,Good
2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.299999952316284,No,Debit Card,Store Pickup,No,No,17,Bank Transfer,Quarterly,Good
2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.700000047683716,No,Cash,Express,No,No,50,PayPal,Weekly,Good
2061,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.200000047683716,No,Debit Card,Next Day Air,No,No,23,Bank Transfer,Quarterly,Good
2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.5999999046325684,No,PayPal,Store Pickup,No,No,22,Debit Card,Annually,Bad
2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.799999952316284,No,PayPal,Standard,No,No,15,Cash,Quarterly,Bad
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9000000953674316,No,Venmo,Standard,No,No,32,Cash,Monthly,Bad
2065,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,Bank Transfer,2-Day Shipping,No,No,5,Bank Transfer,Monthly,Good
2066,27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9000000953674316,No,PayPal,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly,Bad
2067,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.699999809265137,No,Credit Card,Store Pickup,No,No,44,Debit Card,Fortnightly,Very_Good
2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.0999999046325684,No,Cash,2-Day Shipping,No,No,23,Cash,Fortnightly,Bad
2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9000000953674316,No,Credit Card,Store Pickup,No,No,44,Venmo,Monthly,Good
2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4000000953674316,No,Cash,Free Shipping,No,No,3,Debit Card,Quarterly,Good
2071,56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.0999999046325684,No,Cash,Express,No,No,14,Cash,Monthly,Bad
2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.800000190734863,No,Debit Card,Store Pickup,No,No,37,PayPal,Quarterly,Very_Good
2073,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9000000953674316,No,Credit Card,Next Day Air,No,No,22,Bank Transfer,Weekly,Good
2074,38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Debit Card,Next Day Air,No,No,2,PayPal,Every 3 Months,Good
2075,36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.0999999046325684,No,Credit Card,Free Shipping,No,No,44,Debit Card,Fortnightly,Bad
2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.699999809265137,No,Bank Transfer,Express,No,No,49,Debit Card,Monthly,Very_Good
2077,59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.599999904632568,No,Cash,Free Shipping,No,No,22,Debit Card,Bi-Weekly,Very_Good
2078,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.299999952316284,No,Bank Transfer,Free Shipping,No,No,26,Bank Transfer,Annually,Good
2079,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.200000047683716,No,Venmo,Next Day Air,No,No,40,Debit Card,Weekly,Good
2080,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.0999999046325684,No,Debit Card,Next Day Air,No,No,16,PayPal,Quarterly,Bad
2081,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Credit Card,Free Shipping,No,No,17,Debit Card,Bi-Weekly,Good
2082,24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.300000190734863,No,Credit Card,Standard,No,No,48,Bank Transfer,Bi-Weekly,Good
2083,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9000000953674316,No,Cash,Free Shipping,No,No,28,Venmo,Every 3 Months,Bad
2084,41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.700000047683716,No,Credit Card,Store Pickup,No,No,26,Credit Card,Fortnightly,Bad
2085,32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,No,Bank Transfer,Standard,No,No,43,Bank Transfer,Quarterly,Good
2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.599999904632568,No,Cash,Free Shipping,No,No,38,Debit Card,Weekly,Very_Good
2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.699999809265137,No,Credit Card,2-Day Shipping,No,No,36,Cash,Every 3 Months,Very_Good
2088,54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.699999809265137,No,Credit Card,Standard,No,No,1,Credit Card,Weekly,Very_Good
2089,39,Male,Sandals,Footwear,89,California,L,Orange,Spring,4.0,No,Cash,Standard,No,No,49,Debit Card,Annually,Good
2090,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.5999999046325684,No,Cash,Free Shipping,No,No,41,Credit Card,Every 3 Months,Good
2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4000000953674316,No,Debit Card,Free Shipping,No,No,21,Debit Card,Monthly,Good
2092,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,PayPal,Next Day Air,No,No,24,Bank Transfer,Quarterly,Bad
2093,42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.5999999046325684,No,Bank Transfer,Next Day Air,No,No,27,Bank Transfer,Weekly,Bad
2094,21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.199999809265137,No,Venmo,Store Pickup,No,No,4,Debit Card,Annually,Good
2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4000000953674316,No,Bank Transfer,Standard,No,No,19,Venmo,Annually,Good
2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Credit Card,Store Pickup,No,No,1,Bank Transfer,Fortnightly,Good
2097,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.699999809265137,No,Debit Card,Free Shipping,No,No,27,Debit Card,Annually,Very_Good
2098,33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9000000953674316,No,Credit Card,Next Day Air,No,No,5,Credit Card,Weekly,Good
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.299999952316284,No,Credit Card,2-Day Shipping,No,No,20,Venmo,Quarterly,Good
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9000000953674316,No,Debit Card,Express,No,No,50,PayPal,Annually,Bad
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.400000095367432,No,PayPal,Free Shipping,No,No,36,Cash,Fortnightly,Good
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.5999999046325684,No,Cash,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly,Good
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,PayPal,Store Pickup,No,No,23,Cash,Monthly,Very_Good
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.700000047683716,No,PayPal,Store Pickup,No,No,21,Venmo,Weekly,Good
2105,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.799999952316284,No,Bank Transfer,Free Shipping,No,No,47,Venmo,Weekly,Bad
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Credit Card,Free Shipping,No,No,38,Venmo,Bi-Weekly,Very_Good
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.400000095367432,No,Cash,Standard,No,No,40,Credit Card,Every 3 Months,Good
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.299999952316284,No,PayPal,Standard,No,No,35,PayPal,Quarterly,Good
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.199999809265137,No,Debit Card,Express,No,No,4,Credit Card,Quarterly,Good
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.700000047683716,No,Cash,Free Shipping,No,No,28,Venmo,Every 3 Months,Bad
2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9000000953674316,No,Cash,Store Pickup,No,No,36,Debit Card,Every 3 Months,Good
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.5999999046325684,No,Credit Card,Free Shipping,No,No,15,Bank Transfer,Annually,Bad
2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,Credit Card,2-Day Shipping,No,No,7,Cash,Fortnightly,Very_Good
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.700000047683716,No,Credit Card,Store Pickup,No,No,29,PayPal,Every 3 Months,Bad
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9000000953674316,No,Credit Card,Standard,No,No,12,Debit Card,Annually,Bad
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4000000953674316,No,Credit Card,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly,Good
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9000000953674316,No,PayPal,Express,No,No,50,Debit Card,Bi-Weekly,Bad
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.799999952316284,No,Bank Transfer,Free Shipping,No,No,11,Debit Card,Annually,Good
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.199999809265137,No,Bank Transfer,2-Day Shipping,No,No,28,Debit Card,Quarterly,Good
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Debit Card,Store Pickup,No,No,36,Venmo,Bi-Weekly,Good
2121,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.0999999046325684,No,Venmo,Next Day Air,No,No,38,PayPal,Quarterly,Bad
2122,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,Credit Card,2-Day Shipping,No,No,32,Bank Transfer,Monthly,Good
2123,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,PayPal,Express,No,No,42,Debit Card,Weekly,Good
2124,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.700000047683716,No,Cash,Express,No,No,22,Debit Card,Bi-Weekly,Good
2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.199999809265137,No,Venmo,Next Day Air,No,No,22,Venmo,Quarterly,Good
2126,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.800000190734863,No,Credit Card,Store Pickup,No,No,31,PayPal,Quarterly,Very_Good
2127,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.099999904632568,No,PayPal,Express,No,No,28,Credit Card,Monthly,Good
2128,70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,Credit Card,2-Day Shipping,No,No,40,Debit Card,Weekly,Very_Good
2129,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.700000047683716,No,PayPal,2-Day Shipping,No,No,21,PayPal,Weekly,Bad
2130,40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.799999952316284,No,Credit Card,Store Pickup,No,No,12,PayPal,Every 3 Months,Bad
2131,25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.700000047683716,No,Debit Card,Free Shipping,No,No,33,Credit Card,Annually,Good
2132,19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.5999999046325684,No,Credit Card,Express,No,No,9,Bank Transfer,Fortnightly,Good
2133,25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.699999809265137,No,PayPal,2-Day Shipping,No,No,15,Debit Card,Weekly,Very_Good
2134,21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.799999952316284,No,PayPal,Standard,No,No,13,Bank Transfer,Annually,Good
2135,55,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9000000953674316,No,Venmo,Standard,No,No,35,Credit Card,Fortnightly,Bad
